date,time,Open,High,Low,Close,Volume,rsi14,sma20,sma50,sma200,ADX,CCI,MACD
31-03-2006,10:00:00,0.82853,0.82982,0.82679,0.82927,53.2537,52.80701754385958,0.8295395000000001,0.8286914,0.83008825,22.135165947908714,-57.90516137,0.000370876
31-03-2006,11:00:00,0.82878,0.82933,0.82747,0.82822,48.2234,52.393385552654244,0.8295495,0.8287412000000001,0.8300506,20.051286078883148,-78.55387855,0.000215934
31-03-2006,12:00:00,0.82782,0.82877,0.82715,0.82731,58.5271,52.48474281,0.8294345,0.8287855999999999,0.83000905,17.98025085671228,-107.8123638,1.9487434209208843e-05
31-03-2006,13:00:00,0.82785,0.8301,0.82673,0.82934,56.4311,54.80928689883894,0.8293989999999999,0.8288608000000001,0.82997755,15.566583559868802,-40.1859777,2.7291495358960915e-05
31-03-2006,14:00:00,0.82952,0.8313,0.82864,0.83095,53.7117,53.577512776831185,0.8294765,0.8289824,0.8299460999999999,14.786294796923121,55.42439572794226,0.000161528
31-03-2006,15:00:00,0.83095,0.83321,0.83061,0.83307,58.8871,59.65951147298304,0.8296765,0.8291388000000001,0.82993725,14.644157226852519,150.1765824504184,0.000433975
31-03-2006,16:00:00,0.83279,0.83561,0.83143,0.83506,52.0638,64.61038961038983,0.829998,0.8293349999999999,0.8299523000000001,15.728538509429242,205.06099731417345,0.000801231
31-03-2006,17:00:00,0.83518,0.83567,0.83395,0.83508,52.4911,63.34902488231354,0.8303685,0.8295024,0.8299534,14.440858581048548,214.7645951035787,0.001081432
31-03-2006,18:00:00,0.83486,0.83532,0.83424,0.83475,35.7289,64.65339739190118,0.8307689999999999,0.8296661999999999,0.8299500000000001,14.165169143515735,184.86361334201408,0.001262314
31-03-2006,19:00:00,0.8346,0.8367,0.83404,0.83643,41.9901,67.89276807980046,0.8311814999999999,0.8298458,0.8299537000000001,16.208171437999486,183.2850903920308,0.001523663
31-03-2006,20:00:00,0.83626,0.83671,0.8343,0.83517,36.0172,62.94797687861253,0.8314345,0.8299856,0.8299523499999999,17.563631721897703,140.46800188818992,0.001610546
31-03-2006,21:00:00,0.83533,0.83741,0.83493,0.83613,41.3693,63.49658314350809,0.8317180000000001,0.8301334,0.8299509500000001,18.96945526336136,136.40997806936898,0.001736845
02-04-2006,21:00:00,0.83655,0.83655,0.83507,0.83518,0,64.63768115942011,0.831949,0.8302632,0.8299434499999999,21.589594113257288,103.29758183321091,0.00174022
02-04-2006,22:00:00,0.83518,0.8358,0.835,0.8355,0,71.82216656230422,0.8321685000000001,0.8304358,0.8299521,26.34857435374334,86.9851188,0.00174856
02-04-2006,23:00:00,0.8355,0.83557,0.83354,0.83485,0,67.56926952141042,0.832387,0.8305728000000001,0.8299602500000001,30.426094995400508,60.66155242101617,0.001683316
03-04-2006,00:00:00,0.83467,0.83777,0.83455,0.8368,0,75.56615018,0.8326925,0.8307642000000002,0.82996945,35.204097785437156,92.22009874184096,0.001768571
03-04-2006,01:00:00,0.8368,0.83888,0.83611,0.83725,0,80.45343137254858,0.8330204999999999,0.8309022,0.8299889,40.57932770036857,104.46358981395481,0.001851109
03-04-2006,02:00:00,0.83725,0.83845,0.83713,0.83812,0,78.95778364116043,0.833357,0.8310777999999999,0.8300121,45.2733333,104.18689141882224,0.001964082
03-04-2006,03:00:00,0.83812,0.83824,0.83742,0.83743,0,72.75280898876379,0.8337220000000001,0.8312116,0.83003395,50.226044652273764,92.26172316306159,0.001975169
03-04-2006,04:00:00,0.83743,0.83797,0.83617,0.83675,0,64.37499999999977,0.8341329999999999,0.8313507999999998,0.8300478000000001,53.053001206220074,72.51995713580494,0.0019071
03-04-2006,05:00:00,0.83675,0.83822,0.83596,0.83817,0,62.71463614063737,0.8345779999999999,0.8315068000000001,0.83006265,53.76164589910839,81.76638938668209,0.001945314
03-04-2006,06:00:00,0.8381,0.83984,0.83775,0.83931,0,65.84269663,0.8351325,0.8316892,0.8300831500000001,55.20040925713436,122.61756706201018,0.002044024
03-04-2006,07:00:00,0.83924,0.84007,0.83832,0.84007,0,69.30333817,0.8357705,0.8319068000000001,0.8301139500000001,56.31094468773812,138.72385223184608,0.002158694
03-04-2006,08:00:00,0.84,0.84028,0.83922,0.84011,0,65.15650741350893,0.836309,0.8321305999999999,0.83013755,55.91801440597065,144.07909283300387,0.002227126
03-04-2006,09:00:00,0.84011,0.84255,0.84011,0.8411,0,74.9789385,0.8368165,0.8323685999999999,0.83017505,56.79733680889925,177.14103788602702,0.002334335
03-04-2006,10:00:00,0.84103,0.84206,0.8407,0.84157,0,73.90158172231975,0.8372415,0.832601,0.8302160999999999,57.272345477880904,163.51683444980765,0.002429221
03-04-2006,11:00:00,0.84145,0.84275,0.84145,0.84275,0,82.60120585701964,0.837626,0.8328465999999999,0.8302521999999999,57.456916986204035,169.1717468993103,0.00257001
03-04-2006,12:00:00,0.84282,0.84299,0.84101,0.84149,0,73.86454183266896,0.8379464999999999,0.8330511999999999,0.830281,55.140054551023276,130.6347546,0.002550513
03-04-2006,13:00:00,0.84149,0.84235,0.83984,0.83984,0,68.41328413284158,0.8382010000000001,0.8332446,0.8302988499999999,54.006686074481266,81.61085296159963,0.002374549
03-04-2006,14:00:00,0.8397,0.8417,0.83955,0.84153,0,67.79533483822439,0.8384560000000001,0.8335556,0.8303344,51.311486267239296,79.54465272714624,0.002344439
03-04-2006,15:00:00,0.84179,0.84214,0.84062,0.84062,0,62.25454545454556,0.8387285,0.8338148,0.83035865,47.81289474158904,77.30009728905874,0.00222154
03-04-2006,16:00:00,0.84069,0.84175,0.83889,0.84161,0,62.581110310021764,0.8390025,0.8340866,0.83038015,42.97843635766885,59.44329348413155,0.002178908
03-04-2006,17:00:00,0.84146,0.84156,0.83833,0.83851,0,53.31695331695325,0.839169,0.8342646,0.8303851999999999,37.94280569205283,12.83857288267023,0.001873383
03-04-2006,18:00:00,0.83851,0.83891,0.8376,0.83849,0,55.569782330345646,0.8393184999999999,0.8344334000000001,0.8303845,35.063336827713606,-34.81632146,0.001611067
03-04-2006,19:00:00,0.83849,0.83924,0.83749,0.83829,0,50.41666667,0.8394904999999999,0.8346112000000001,0.83038785,33.17848394663193,-47.07111087,0.001371235
03-04-2006,20:00:00,0.83829,0.83873,0.83745,0.8379,0,44.83516483516469,0.8395455000000001,0.8347878,0.8303870499999999,30.60535366625493,-67.87704284,0.001136594
03-04-2006,21:00:00,0.8379,0.83816,0.83756,0.8379,0,41.58262218774231,0.839578,0.8349732,0.8303892,28.144373471265368,-77.0291728,0.000939807
03-04-2006,22:00:00,0.8379,0.83818,0.83624,0.83643,0,37.15083798882655,0.8394935,0.8351483999999999,0.83038055,27.180541944473415,-114.23769,0.000657653
03-04-2006,23:00:00,0.83643,0.83795,0.83434,0.83795,0,39.393939393939306,0.8395195,0.8353725999999999,0.8303765,28.509839031880627,-117.2841522,0.000550352
04-04-2006,00:00:00,0.83807,0.83818,0.83592,0.8366,0,34.20216147488834,0.839512,0.8355410000000001,0.83037395,29.78580535970686,-110.2179738,0.000352319
04-04-2006,01:00:00,0.8366,0.83694,0.8348,0.83598,0,27.686222808173554,0.8394024999999999,0.8356583999999999,0.8303701,31.894818662826676,-142.160647,0.000143692
04-04-2006,02:00:00,0.83598,0.83765,0.83578,0.83578,0,29.76612331679624,0.839226,0.8357648000000001,0.8303519500000001,33.42001267363008,-107.1090406,-3.74E-05
04-04-2006,03:00:00,0.83578,0.83676,0.83428,0.83676,0,38.541666666666174,0.8390604999999999,0.8358888,0.83034755,34.75028790298798,-108.7792691,-0.000100597
04-04-2006,04:00:00,0.83697,0.83815,0.83673,0.83786,0,35.719844357976754,0.838948,0.8360238,0.8303486999999999,35.781742457527635,-46.85771745,-6.13E-05
04-04-2006,05:00:00,0.83786,0.83805,0.83617,0.83659,0,34.74640423921245,0.8387224999999999,0.836146,0.8303409,37.72543569818362,-63.52592593,-0.000131037
04-04-2006,06:00:00,0.83659,0.83862,0.83612,0.83818,0,37.581462708182904,0.8385529999999999,0.8362958,0.83033605,40.09835080785974,-34.29749025,-5.74E-05
04-04-2006,07:00:00,0.83818,0.83832,0.83594,0.83775,0,46.588868940754196,0.838303,0.836437,0.8303355,42.70691325086735,-41.62090929,-3.33E-05
04-04-2006,08:00:00,0.83786,0.83922,0.83679,0.83721,0,44.51114923,0.8380889999999999,0.8365534,0.8303402,43.83055567202219,-17.33568105,-5.72E-05
04-04-2006,09:00:00,0.83707,0.83946,0.83681,0.83916,0,53.243847874720444,0.838055,0.836734,0.8303536499999999,44.97908262501712,28.91525037071022,8.035402898531885e-05
04-04-2006,10:00:00,0.8392,0.83957,0.83864,0.83955,0,56.15212527964209,0.8379559999999999,0.8369544000000001,0.83036755,45.97865346256027,85.30904250894832,0.000218296
04-04-2006,11:00:00,0.8395,0.84218,0.83931,0.84178,0,62.40409207161107,0.838014,0.8372046000000001,0.83038895,45.25641426113382,200.42721683859926,0.000501773
04-04-2006,12:00:00,0.84185,0.84313,0.84082,0.84138,0,66.98695950583371,0.8380025,0.8374678,0.83040895,44.786072839145824,227.03272455030702,0.000686244
04-04-2006,13:00:00,0.84138,0.84422,0.84101,0.84181,0,64.31750741839735,0.8381675,0.8377578,0.830437,43.002308448917134,217.8209398382827,0.000857255
04-04-2006,14:00:00,0.8417,0.84234,0.83955,0.83955,0,60.25017373,0.8382204999999999,0.837962,0.8304452999999999,40.30596288067384,105.75751636247612,0.000801183
04-04-2006,15:00:00,0.83944,0.83995,0.83896,0.83971,0,63.38837042354634,0.8382914999999999,0.8381371999999999,0.83045255,36.927317789938975,56.58567891510861,0.000760885
04-04-2006,16:00:00,0.83978,0.84129,0.83949,0.84011,0,65.32200990799727,0.838402,0.838278,0.83046425,34.69539315443998,78.82167765746729,0.00075255
04-04-2006,17:00:00,0.84011,0.8402,0.83832,0.8393,0,59.09742120343869,0.838472,0.8383628000000001,0.8304744500000001,32.63780572360591,33.73281847101563,0.000672829
04-04-2006,18:00:00,0.8393,0.83958,0.83693,0.83756,0,48.972602739725765,0.8385285,0.8384124,0.8304749499999999,30.520639708263683,-18.97543628,0.000463898
04-04-2006,19:00:00,0.83756,0.83773,0.8369,0.8369,0,51.107934238742075,0.838476,0.8384554,0.83047215,28.204081279431428,-55.32425719,0.00024227
04-04-2006,20:00:00,0.8369,0.83794,0.83683,0.83759,0,47.746371275782664,0.8385255,0.8384786000000001,0.8304770499999999,26.802366898535304,-45.58759376,0.000120911
04-04-2006,21:00:00,0.83759,0.83811,0.83694,0.838,0,50.95638867635799,0.8386264999999999,0.8385351999999999,0.83048875,25.757030437952174,-41.49536566,5.7158482383190545e-05
04-04-2006,22:00:00,0.83792,0.83864,0.83746,0.83816,0,53.74310480693467,0.8387454999999999,0.8385758,0.8305106500000001,25.67048963898957,-28.66595715,1.9321794542448423e-05
04-04-2006,23:00:00,0.83816,0.84128,0.83781,0.84086,0,56.32440476190494,0.8389504999999999,0.8386893999999999,0.83055345,26.445979318539973,51.684060340820785,0.000204842
05-04-2006,00:00:00,0.84086,0.84098,0.8393,0.84022,0,52.447041636230644,0.8390685,0.8387838000000001,0.8305908,27.296617001044034,54.419800707168385,0.000296804
05-04-2006,01:00:00,0.84022,0.84085,0.83829,0.83904,0,39.16139240506342,0.8391909999999999,0.8388675999999999,0.8306242,27.927013817171332,12.080275378318872,0.000271341
05-04-2006,02:00:00,0.83904,0.83989,0.8389,0.83912,0,40.82792207792191,0.8392379999999999,0.8389139999999999,0.8306579000000001,26.780424080402742,3.3030859730167026,0.000254681
05-04-2006,03:00:00,0.83912,0.8406,0.83912,0.84033,0,44.351145038168276,0.839367,0.8389755999999999,0.83070095,23.616681390344144,37.64613419786531,0.000335249
05-04-2006,04:00:00,0.84028,0.84101,0.84004,0.84023,0,53.107861060329085,0.839518,0.8390178,0.8307413,22.890764436557344,55.41414141413538,0.000386576
05-04-2006,05:00:00,0.84023,0.84116,0.83932,0.83932,0,48.331907613344775,0.839526,0.8390555999999999,0.83078405,21.68209466262507,21.763817263109406,0.00034979
05-04-2006,06:00:00,0.83925,0.8414,0.83925,0.84127,0,54.38066465256766,0.839612,0.8391460000000001,0.8308443,19.53887094786676,59.96075627823318,0.000472539
05-04-2006,07:00:00,0.84127,0.84203,0.84034,0.84176,0,59.520123839008725,0.839611,0.8392178,0.8309056000000001,18.65924578291189,102.70056276340495,0.000602413
05-04-2006,08:00:00,0.84188,0.84272,0.84007,0.84112,0,65.05922165820624,0.839598,0.839254,0.8309656,21.320097357584142,101.66720315558271,0.000646247
05-04-2006,09:00:00,0.84112,0.84208,0.84099,0.84185,0,70.81581160639165,0.8396000000000001,0.8392896000000001,0.8310354,23.667159554668192,128.22577673914634,0.000731459
05-04-2006,10:00:00,0.84196,0.84301,0.84166,0.84201,0,69.45422535211263,0.839723,0.8393276000000001,0.8310991,26.43172069894585,148.6913456875451,0.000802648
05-04-2006,11:00:00,0.84201,0.8422,0.84081,0.84155,0,65.55652936021022,0.839815,0.8393366,0.8311592499999999,27.900656874243985,95.96043939731346,0.000812581
05-04-2006,12:00:00,0.84143,0.84393,0.84104,0.84331,0,69.79246733282058,0.8399750000000001,0.8393714,0.8312371999999999,29.985310025970104,146.1097966601471,0.000951502
05-04-2006,13:00:00,0.84342,0.84389,0.84206,0.84286,0,59.29368029739769,0.8401530000000001,0.8393736000000002,0.83130685,29.970238789765016,135.23400532824186,0.001013602
05-04-2006,14:00:00,0.84277,0.8448,0.84268,0.8448,0,68.98839137645126,0.8405150000000001,0.8394398000000001,0.8314023999999999,30.47074890664561,165.38835314345576,0.001205463
05-04-2006,15:00:00,0.84485,0.84485,0.8436,0.84384,0,70.27027027027044,0.8408620000000001,0.8395198,0.8314837999999999,34.03694684088292,146.83759182837983,0.001265463
05-04-2006,16:00:00,0.8437,0.84508,0.84355,0.84489,0,72.52146760343504,0.841227,0.8395870000000001,0.83157605,38.208166744404295,147.14532871972546,0.001381811
05-04-2006,17:00:00,0.84492,0.84684,0.84473,0.84602,0,72.34878240377068,0.841628,0.839695,0.83167665,42.868067863321734,181.00608254787016,0.001547362
05-04-2006,18:00:00,0.84602,0.84692,0.84572,0.84681,0,74.51564828614002,0.8420605,0.839799,0.83177745,46.19349327158015,173.34019099868266,0.001722453
05-04-2006,19:00:00,0.84673,0.84704,0.84502,0.84502,0,69.93006993,0.8422685000000001,0.8399291999999999,0.8318652,49.65153692202454,123.93505389384963,0.001697212
05-04-2006,20:00:00,0.84502,0.84597,0.84495,0.84567,0,66.92307692307747,0.842541,0.8400728,0.8319639000000001,53.65613317769378,103.60962377170314,0.001709946
05-04-2006,21:00:00,0.84567,0.84567,0.84466,0.84473,0,61.04089219330878,0.8428255,0.8402015999999999,0.83205605,55.54309811607039,77.74449460899223,0.001625451
05-04-2006,22:00:00,0.84473,0.84541,0.8445,0.84457,0,63.299922898998126,0.843098,0.840335,0.8321343999999999,54.87913764,63.49093241173099,0.001527964
05-04-2006,23:00:00,0.84457,0.84541,0.84416,0.84416,0,59.13043478260895,0.8432895,0.8404602,0.832209,53.73350648864473,48.394878456121056,0.001401466
06-04-2006,00:00:00,0.84424,0.84466,0.84341,0.84363,0,56.22119815668195,0.8434595,0.8406042,0.83228065,50.880918728222966,18.131798591821923,0.001244108
06-04-2006,01:00:00,0.84363,0.84675,0.84352,0.84457,0,61.18518519,0.843722,0.8407366000000001,0.8323698,51.216027578615765,54.908680814911484,0.001181629
06-04-2006,02:00:00,0.84468,0.84605,0.84419,0.84522,0,57.70782889426957,0.8439194999999999,0.8409089999999999,0.83245795,50.264833752253814,59.80787610762855,0.001171065
06-04-2006,03:00:00,0.84529,0.84651,0.84508,0.84538,0,60.41322314049583,0.8441005,0.841097,0.8325412999999999,50.73600390023018,79.45635128072105,0.001162206
06-04-2006,04:00:00,0.84526,0.8458,0.84515,0.84535,0,52.69872423945071,0.8443120000000001,0.8412883999999999,0.8326341500000001,50.18229206773136,62.804854629941346,0.001139627
06-04-2006,05:00:00,0.84542,0.84619,0.84535,0.84589,0,60.49129989764589,0.844514,0.8414710000000001,0.832732,48.523977357674305,80.86975149956568,0.001152027
06-04-2006,06:00:00,0.84593,0.84634,0.84524,0.84596,0,56.086461888509774,0.8447115000000001,0.8416330000000001,0.8328269500000001,46.73492574357669,78.41205039768904,0.001154198
06-04-2006,07:00:00,0.84596,0.84924,0.84585,0.8487,0,62.88461538461551,0.845069,0.8418752,0.83294605,45.24818824173692,216.26260727933365,0.001361321
06-04-2006,08:00:00,0.8487,0.84896,0.84774,0.84871,0,59.87525987525998,0.8453389999999998,0.8420858,0.8330646500000001,43.815206557956216,223.7465761581493,0.001508881
06-04-2006,09:00:00,0.8486,0.84874,0.84778,0.84794,0,66.97674418604683,0.845593,0.8422896,0.83317765,43.30512453471639,179.0059637502003,0.00154587
06-04-2006,10:00:00,0.84794,0.84883,0.84633,0.84633,0,53.451882845188294,0.8456695,0.8424720000000001,0.8332792000000001,41.230197781413516,96.97011367803995,0.001428801
06-04-2006,11:00:00,0.84633,0.84664,0.8448,0.8462,0,58.399999999999906,0.8457875000000001,0.8426127999999999,0.8333759,38.60882271156486,2.786164911510618,0.001310427
06-04-2006,12:00:00,0.8462,0.84682,0.84427,0.84449,0,49.611650485436506,0.8457675,0.8427115999999999,0.83348525,36.214258828945745,-51.63183816,0.00106634
06-04-2006,13:00:00,0.84442,0.8458,0.84334,0.84334,0,46.286231884057756,0.8456334999999999,0.8427428,0.833574,33.83295939,-115.6235972,0.000771214
06-04-2006,14:00:00,0.84318,0.84457,0.84102,0.8436,0,49.86072423,0.8454729999999999,0.8427872,0.83366985,32.82133049940099,-170.1207545,0.000551942
06-04-2006,15:00:00,0.84367,0.84438,0.84241,0.84341,0,44.211576846307096,0.8453925,0.8428192,0.8337693,31.197469750500318,-128.9170519,0.000358701
06-04-2006,16:00:00,0.84334,0.8436,0.84171,0.84241,0,36.45130183220837,0.8452295,0.8428764,0.8338549500000001,30.734496757766017,-153.1270193,0.000123442
06-04-2006,17:00:00,0.84241,0.84295,0.84122,0.8423,0,35.07751937984493,0.845108,0.8429282,0.8339354999999999,30.602444617915726,-152.0107372,-7.11E-05
06-04-2006,18:00:00,0.8423,0.84317,0.84129,0.84298,0,39.197812215131556,0.8450285000000001,0.8429856,0.83401915,30.826731485102588,-119.3548877,-0.000168393
06-04-2006,19:00:00,0.84305,0.84305,0.84195,0.84214,0,33.36291038154346,0.8449275,0.8430424,0.83409005,31.171444631165794,-109.8299373,-0.00030974
06-04-2006,20:00:00,0.84214,0.84375,0.84199,0.84248,0,34.92201039861307,0.84487,0.8431408,0.8341728,31.092970670572782,-88.55767675,-0.00038983
06-04-2006,21:00:00,0.84248,0.84248,0.84248,0.84248,0,14.659090909090125,0.8447655000000001,0.8432524000000001,0.8342563,33.54919808085679,-87.01398695,-0.000448136
06-04-2006,22:00:00,0.84248,0.84256,0.84108,0.84111,0,12.598425196850073,0.8445599999999999,0.8433227999999999,0.8343375500000001,36.24536877001205,-105.3767163,-0.000597998
06-04-2006,23:00:00,0.84104,0.84142,0.83994,0.8406,0,12.92929292929253,0.8443210000000001,0.8433748,0.83442195,38.11981276782423,-121.214587,-0.000749281
07-04-2006,00:00:00,0.8406,0.8432,0.84049,0.84283,0,33.365019011406346,0.844195,0.8434682000000001,0.8345117999999999,39.590943822963546,-65.64081125,-0.000681376
07-04-2006,01:00:00,0.84295,0.84323,0.84159,0.84173,0,30.548302872062393,0.843987,0.8434856000000001,0.8345996000000001,41.695126142295194,-60.06537433,-0.000708159
07-04-2006,02:00:00,0.84173,0.84265,0.8417,0.84215,0,38.52941176470557,0.8437965000000001,0.8435242,0.8346898,43.883963271601274,-56.06698046,-0.000687568
07-04-2006,03:00:00,0.84215,0.84268,0.84165,0.8421,0,43.18681318681291,0.8434665000000001,0.8435854,0.83477995,46.098942582369105,-53.46998094,-0.000667589
07-04-2006,04:00:00,0.8421,0.84344,0.84199,0.84332,0,48.608349900596096,0.843197,0.8436694,0.8348753500000001,45.952498310024616,-17.09101962,-0.000547006
07-04-2006,05:00:00,0.84332,0.84332,0.84224,0.8427,0,46.615824594852185,0.842935,0.8437167999999999,0.8349653,44.32105028007951,-15.99662145,-0.000495757
07-04-2006,06:00:00,0.84259,0.84589,0.84188,0.84555,0,62.72285251215604,0.842896,0.8438232000000001,0.8350603,44.41147246306816,116.87341204602075,-0.000222604
07-04-2006,07:00:00,0.84555,0.84658,0.84361,0.84408,0,56.49635036496365,0.8427899999999999,0.8439184000000001,0.8351526,44.76457800583825,157.63593573023567,-0.000123324
07-04-2006,08:00:00,0.84415,0.84586,0.84387,0.84498,0,57.18390804597717,0.8428145,0.8439926,0.83524175,45.211067291066904,174.77507497501463,2.765970605200785e-05
07-04-2006,09:00:00,0.84486,0.84486,0.84274,0.84349,0,54.63280713795465,0.842822,0.8440272,0.83532925,44.189881876768254,79.16206799542667,2.6776280598550528e-05
07-04-2006,10:00:00,0.84349,0.84453,0.84292,0.84415,0,55.60779046339818,0.8428495,0.8440878,0.83541275,43.2616698,84.66080283193259,7.842856799999964e-05
07-04-2006,11:00:00,0.84327,0.84327,0.83955,0.83992,0,43.305439330543805,0.8426750000000001,0.8440492,0.8354655,38.297127172200284,-140.1497304,-0.000219433
07-04-2006,12:00:00,0.83992,0.84153,0.83607,0.8394,0,45.32019704433492,0.8425245,0.843997,0.8355181500000001,34.02447914512185,-236.5461308,-0.000491781
07-04-2006,13:00:00,0.8394,0.83963,0.83548,0.83726,0,41.608040201004876,0.8422725,0.8439112,0.8355615999999999,29.412633685176736,-261.9674236,-0.000870267
07-04-2006,14:00:00,0.83718,0.83737,0.83439,0.8353,0,30.820173204279072,0.8418884999999999,0.843751,0.8355977,28.493370383405743,-254.7838124,-0.001313237
07-04-2006,15:00:00,0.83533,0.83611,0.83412,0.83424,0,30.883103624297902,0.8414935,0.8435785999999998,0.8356246,28.199923317079314,-215.4369599,-0.001729886
07-04-2006,16:00:00,0.83435,0.83519,0.83333,0.83445,0,30.134158926728603,0.8410920000000001,0.8433716,0.83564885,28.333468691619732,-180.7424676,-0.002019855
07-04-2006,17:00:00,0.8346,0.83599,0.83417,0.8347,0,31.103166496424848,0.8407030000000001,0.8431888,0.83568455,28.31926815970371,-136.0975591,-0.002204077
07-04-2006,18:00:00,0.8347,0.8347,0.83267,0.83292,0,24.180734856007817,0.8402934999999999,0.8429494,0.83570555,31.614543463232145,-140.6341929,-0.002465287
07-04-2006,19:00:00,0.83269,0.83396,0.83237,0.83367,0,27.72570300937339,0.8399469999999999,0.8427024,0.83572965,34.97428173834056,-120.1736349,-0.002582016
07-04-2006,20:00:00,0.83374,0.83446,0.83355,0.83428,0,18.74653355518558,0.8395195000000001,0.8424517999999999,0.8357644499999999,37.829046181656985,-93.39853924,-0.002595384
